Numéro_incident,Date_appel,Heure_appel,Type_appel,Quartier,Commune,Type_incident,Indicateur_santé_mentale,Nombre_unités_déployées,Temps_réponse (minutes),Heure_arrivée,Clôture_appel,Jour,Conclusion_appel,Rapport_rédigé
251572637,2025-06-30,05:07:48,Initiative agent, Kpogan,Golfe 6,Dispute familiale,Oui,2,522,13:49:48,14:27:48,lundi,Arrestation,Non
258666128,2025-05-05,13:06:04,appel 117, Zogbegan,Agoe-Nyivé 4,Accident moto,Non,3,242,17:08:04,17:22:04,lundi,Transfert hôpital,Oui
251524573,2025-07-30,08:05:56,Appel 117, Baguida.,Golfe 6,Vol,Non,3,318,13:23:56,14:20:56,mercredi,Arrestation,Oui
259416666,2025-06-08,00:41:39,APP117,Tokoin Lycée  ,Golfe 3,Vol,Oui,4,329,06:10:39,07:04:39,dimanche,Transfert hôpital,Oui
258213335,2025-05-29,21:07:03,APP117,Togo 2000,Golfe 2,Bagarre,Non,4,251,01:18:03,01:36:03,jeudi,Arrestation,Non
251685444,2025-05-29,22:08:32,Appel 117,Dégomé,Agoe-Nyivé 4,Bagarre,Oui,4,101,23:49:32,00:15:32,jeudi,Transmis au CB,Oui
257989523,2025-07-26,03:27:27,Initiative agent,Kotokoli-Zongo,Agoe-Nyivé 4,Bagarre,Non,3,225,07:12:27,07:23:27,samedi,Arrestation,Oui
255233467,2025-05-15,18:10:14,Initiative agent, Hanoukopé,Golfe 4,Vol,Oui,4,443,01:33:14,02:16:14,jeudi,Transfert hôpital,Oui
254392413,2025-06-05,07:56:05,appel117, Kladzeme,Agoe-Nyivé 6,Vol,Oui,2,66,09:02:05,09:18:05,jeudi,Arrestation,Oui
253965764,2025-07-21,17:05:53,117, Assivito,Golfe 4,Dispute familiale,Non,3,542,02:07:53,02:20:53,lundi,Aucun suivi,Oui
255673481,2025-06-16,04:38:59,Appel 117, Madjikpeto,Agoe-Nyivé 2,Violence conjugale,Non,4,5,04:43:59,05:23:59,lundi,Transmis au CB,Oui
257085541,2025-05-20,02:50:59,117,Haoussa-Zongo,Agoe-Nyivé 4,Dispute familiale,Oui,2,170,05:40:59,06:31:59,mardi,Transmis au CB,Oui
251725128,2025-06-15,09:12:20,appel117, Madjikpeto,Agoe-Nyivé 2,Bagarre,Non,4,543,18:15:20,18:39:20,dimanche,Transmis au CB,Oui
259495857,2025-07-02,18:57:34,appel117, Doumasséssé ,Golfe 3,Accident moto,Non,3,550,04:07:34,04:50:34,mercredi,Transmis au CB,Oui
252512598,2025-05-10,09:27:41,APP117, Nyékonakpoè,Golfe 4,Accident moto,Non,1,198,12:45:41,12:51:41,samedi,Transmis au CB,Oui
254617258,2025-05-03,16:25:18,117, Sogbossito,Agoe-Nyivé 1,Dispute familiale,Non,3,40,17:05:18,17:12:18,samedi,Transfert hôpital,Non
251483456,2025-07-25,00:26:55,appel117,Kotokoli-Zongo,Agoe-Nyivé 4,Tapage nocturne,Oui,1,206,03:52:55,04:36:55,vendredi,Aucun suivi,Non
254781897,2025-05-20,10:07:43,117, Baguida.,Golfe 6,Dispute familiale,Oui,1,151,12:38:43,13:07:43,mardi,Transfert hôpital,Non
259866803,2025-05-15,14:20:18,Appel 112, Kitidjan,Agoe-Nyivé 1,Dispute familiale,Non,3,401,21:01:18,21:41:18,jeudi,Arrestation,Non
259282992,2025-07-30,00:23:31,117, Atikoumé,Golfe 4,Bagarre,Non,4,562,09:45:31,10:27:31,mercredi,Transmis au CB,Oui
253413075,2025-06-04,00:55:03,Appel 117, Kpotave,Agoe-Nyivé 6,Vol,Non,3,267,05:22:03,06:04:03,mercredi,Arrestation,Oui
251238535,2025-07-24,20:21:54,APP117,Haoussa-Zongo,Agoe-Nyivé 4,Vol,Oui,4,579,06:00:54,06:37:54,jeudi,Arrestation,Oui
252789002,2025-05-24,16:13:19,APP117, Agbalépedogan,Golfe 5,Violence conjugale,Oui,2,169,19:02:19,19:08:19,samedi,Transmis au CB,Oui
254839188,2025-06-24,07:52:47,appel 117, Zogbegan,Agoe-Nyivé 4,Violence conjugale,Oui,1,317,13:09:47,13:55:47,mardi,Arrestation,Oui
254331706,2025-05-14,15:21:21,Appel 112, Zogbegan,Agoe-Nyivé 4,Vol,Non,1,523,00:04:21,00:19:21,mercredi,Transmis au CB,Non
251063911,2025-06-15,11:57:37,APP117, Dalime,Agoe-Nyivé 2,Vol,Oui,1,109,13:46:37,14:29:37,dimanche,Arrestation,Oui
255518412,2025-06-04,22:04:36,APP117, Kélégougan ,Golfe 1,Tapage nocturne,Oui,4,222,01:46:36,02:09:36,mercredi,Arrestation,Oui
256039428,2025-06-16,06:12:22,appel117,Wuiti,Golfe 2,Violence conjugale,Oui,2,140,08:32:22,08:37:22,lundi,Arrestation,Non
251516364,2025-05-14,05:58:54,Appel 112, Adougba,Agoe-Nyivé 1,Violence conjugale,Oui,4,413,12:51:54,13:51:54,mercredi,Arrestation,Non
255896686,2025-06-08,23:58:38,117,Alinka,Agoe-Nyivé 4,Vol,Non,4,275,04:33:38,05:19:38,dimanche,Aucun suivi,Non
259388586,2025-05-21,05:41:51,117, Avinato,Agoe-Nyivé 2,Dispute familiale,Oui,1,258,09:59:51,10:16:51,mercredi,Transmis au CB,Oui
258989702,2025-05-29,20:55:15,APP117,Haoussa-Zongo,Agoe-Nyivé 4,Accident moto,Oui,3,116,22:51:15,23:06:15,jeudi,Arrestation,Non
252574932,2025-06-15,18:31:15,appel 117, Adidoadin,Golfe 5,Vol,Non,2,193,21:44:15,22:13:15,dimanche,Aucun suivi,Non
256165166,2025-07-26,03:40:06,appel117, Lomenyokope,Agoe-Nyivé 6,Violence conjugale,Non,2,575,13:15:06,13:39:06,samedi,Transmis au CB,Non
255303812,2025-05-09,01:23:25,Appel 117,Klévé,Agoe-Nyivé 3,Violence conjugale,Oui,2,433,08:36:25,09:18:25,vendredi,Transmis au CB,Non
258602508,2025-07-09,09:31:49,Initiative agent, Sagbado ,Golfe 7,Dispute familiale,Non,1,161,12:12:49,12:39:49,mercredi,Transfert hôpital,Oui
255762382,2025-05-10,10:52:17,Appel 112,Dégomé,Agoe-Nyivé 4,Dispute familiale,Non,3,192,14:04:17,14:44:17,samedi,Aucun suivi,Non
255336545,2025-06-26,19:49:45,APP117,Togblékopé,Agoe-Nyivé 4,Bagarre,Non,2,338,01:27:45,02:23:45,jeudi,Aucun suivi,Oui
258372569,2025-05-15,02:16:03,117,Bè-Ablogamé,Golfe 1,Vol,Oui,2,54,03:10:03,04:03:03,jeudi,Arrestation,Oui
253321943,2025-05-12,06:53:22,Initiative agent,Wuiti,Golfe 2,Dispute familiale,Oui,2,22,07:15:22,08:12:22,lundi,Transfert hôpital,Oui
258487345,2025-05-29,11:46:23,117, Dalime,Agoe-Nyivé 2,Vol,Non,4,553,20:59:23,21:22:23,jeudi,Arrestation,Non
257436384,2025-05-06,16:53:10,Appel 112,Tokoin Lycée  ,Golfe 3,Accident moto,Oui,4,157,19:30:10,19:48:10,mardi,Aucun suivi,Non
252263035,2025-05-24,16:52:25,appel117, Dalime,Agoe-Nyivé 2,Bagarre,Non,4,60,17:52:25,18:10:25,samedi,Transfert hôpital,Non
258286330,2025-06-20,22:20:27,appel 117, Danliko.,Agoe-Nyivé 2,Vol,Oui,2,434,05:34:27,06:13:27,vendredi,Arrestation,Non
257808558,2025-07-15,12:04:21,117, Bè-Ahligo,Golfe 1,Accident moto,Non,2,368,18:12:21,18:58:21,mardi,Aucun suivi,Non
259019872,2025-05-22,03:57:12,Initiative agent, Lom-nava,Golfe 4,Tapage nocturne,Non,3,415,10:52:12,11:31:12,jeudi,Transmis au CB,Non
253941717,2025-05-08,23:09:00,Appel 117, Assivito,Golfe 4,Vol,Oui,1,345,04:54:00,05:28:00,jeudi,Aucun suivi,Oui
259327564,2025-05-09,01:45:18,appel 117, Béniglato,Golfe 4,Bagarre,Oui,2,231,05:36:18,06:09:18,vendredi,Arrestation,Oui
255907269,2025-05-10,09:07:59,APP117,Adétikope,Agoe-Nyivé 6,Vol,Non,1,503,17:30:59,17:54:59,samedi,Arrestation,Oui
253411939,2025-05-11,07:21:40,Initiative agent, Baguida.,Golfe 6,Violence conjugale,Oui,4,148,09:49:40,10:03:40,dimanche,Arrestation,Oui
257111013,2025-07-05,05:43:27,Appel 112, Bè-Anfamé,Golfe 1,Tapage nocturne,Oui,1,410,12:33:27,13:31:27,samedi,Transmis au CB,Oui
258449581,2025-07-11,00:04:11,appel117, Logogomé,Agoe-Nyivé 3,Dispute familiale,Non,2,545,09:09:11,10:00:11,vendredi,Aucun suivi,Non
253171893,2025-05-29,07:09:17,117, Kpotave,Agoe-Nyivé 6,Dispute familiale,Non,1,366,13:15:17,13:53:17,jeudi,Transmis au CB,Non
259454057,2025-07-05,01:48:46,Appel 117,Togblékopé,Agoe-Nyivé 4,Vol,Non,4,92,03:20:46,03:43:46,samedi,Aucun suivi,Oui
251218885,2025-05-13,22:39:57,117, Tonoukouti,Agoe-Nyivé 6,Accident moto,Non,2,493,06:52:57,07:51:57,mardi,Aucun suivi,Oui
251291630,2025-07-05,14:11:39,appel 117, Kpogan,Golfe 6,Accident moto,Non,4,221,17:52:39,18:25:39,samedi,Arrestation,Non
259629180,2025-07-18,09:07:23,APP117, Lom-nava,Golfe 4,Bagarre,Non,2,492,17:19:23,18:09:23,vendredi,Aucun suivi,Oui
253711697,2025-05-21,23:26:16,117, Zovadjin,Agoe-Nyivé 2,Dispute familiale,Non,4,214,03:00:16,03:38:16,mercredi,Aucun suivi,Non
251249809,2025-05-10,07:33:29,APP117,Alinka,Agoe-Nyivé 4,Dispute familiale,Oui,3,64,08:37:29,09:31:29,samedi,Transmis au CB,Oui
254049713,2025-06-29,21:28:13,appel117, Béniglato,Golfe 4,Vol,Oui,3,322,02:50:13,03:46:13,dimanche,Transmis au CB,Non
253041289,2025-07-01,17:27:15,117,Bè-Ablogamé,Golfe 1,Accident moto,Non,2,402,00:09:15,00:42:15,mardi,Transfert hôpital,Non
259283442,2025-06-13,18:03:30,APP117, klikamé,Agoe-Nyivé 5,Tapage nocturne,Non,2,158,20:41:30,21:24:30,vendredi,Arrestation,Non
258208819,2025-07-27,02:33:22,APP117,Djidjolé,Golfe 5,Dispute familiale,Non,3,391,09:04:22,09:58:22,dimanche,Arrestation,Non
259145051,2025-06-13,09:30:10,Appel 117,Adétikope,Agoe-Nyivé 6,Tapage nocturne,Oui,2,54,10:24:10,10:55:10,vendredi,Aucun suivi,Oui
254893363,2025-05-10,16:11:58,appel 117,Adétikope,Agoe-Nyivé 6,Dispute familiale,Non,4,465,23:56:58,00:13:58,samedi,Transfert hôpital,Oui
252354943,2025-06-17,19:29:22,appel117, Adidogomé,Golfe 5,Vol,Oui,1,189,22:38:22,23:30:22,mardi,Transmis au CB,Non
256141231,2025-05-05,00:12:30,117,Hossoukopé,Agoe-Nyivé 3,Violence conjugale,Non,4,476,08:08:30,08:52:30,lundi,Transmis au CB,Oui
258298656,2025-07-25,06:55:11,APP117,Tokoin-Gbonvié ,Golfe 3,Bagarre,Non,2,175,09:50:11,10:13:11,vendredi,Transfert hôpital,Non
258502551,2025-05-22,08:14:56,Appel 112, Béniglato,Golfe 4,Dispute familiale,Oui,2,254,12:28:56,12:35:56,jeudi,Arrestation,Oui
251687712,2025-06-14,02:00:03,Appel 112, Logogomé,Agoe-Nyivé 3,Tapage nocturne,Oui,1,82,03:22:03,04:00:03,samedi,Transfert hôpital,Oui
259973815,2025-07-04,11:38:45,Appel 112,Dégomé,Agoe-Nyivé 4,Tapage nocturne,Non,1,465,19:23:45,19:37:45,vendredi,Transfert hôpital,Oui
254703796,2025-05-28,02:17:39,Appel 112, Kohé,Agoe-Nyivé 5,Dispute familiale,Non,4,544,11:21:39,12:11:39,mercredi,Transfert hôpital,Oui
252259058,2025-07-20,07:15:22,Initiative agent, Kélégougan ,Golfe 1,Dispute familiale,Oui,2,315,12:30:22,13:16:22,dimanche,Transfert hôpital,Non
253618216,2025-06-30,00:14:18,Appel 112, Zopomahé,Agoe-Nyivé 5,Accident moto,Oui,3,144,02:38:18,03:05:18,lundi,Transmis au CB,Oui
252687267,2025-07-15,18:45:39,Appel 112,Bè-Ablogamé,Golfe 1,Violence conjugale,Oui,3,213,22:18:39,23:10:39,mardi,Aucun suivi,Oui
251199811,2025-06-26,07:30:57,Appel 112,Klévé,Agoe-Nyivé 3,Tapage nocturne,Non,2,33,08:03:57,08:45:57,jeudi,Transfert hôpital,Oui
258371521,2025-07-05,10:59:06,117,  Atsanvé,Agoe-Nyivé 1,Vol,Non,2,42,11:41:06,11:48:06,samedi,Arrestation,Non
259017918,2025-07-17,10:57:28,appel 117,Aviation,Golfe 2,Accident moto,Non,4,515,19:32:28,20:03:28,jeudi,Transmis au CB,Oui
254041997,2025-07-06,18:03:20,appel 117,Bè-Attiégou,Golfe 1,Bagarre,Non,3,190,21:13:20,21:56:20,dimanche,Transmis au CB,Non
254334074,2025-07-09,22:02:55,117, Atikoumé,Golfe 4,Violence conjugale,Non,3,530,06:52:55,07:05:55,mercredi,Transfert hôpital,Non
256972067,2025-06-04,19:27:54,117, Adidoadin,Golfe 5,Dispute familiale,Oui,3,452,02:59:54,03:27:54,mercredi,Transmis au CB,Non
252493425,2025-05-25,04:37:36,appel 117, Gblinkomegan,Golfe 7,Dispute familiale,Oui,3,558,13:55:36,14:35:36,dimanche,Aucun suivi,Non
256184879,2025-07-23,07:49:49,appel 117, Lom-nava,Golfe 4,Vol,Non,3,243,11:52:49,12:07:49,mercredi,Aucun suivi,Non
252771396,2025-06-15,14:16:10,appel117,Djidjolé,Golfe 5,Tapage nocturne,Oui,4,120,16:16:10,16:32:10,dimanche,Transmis au CB,Oui
255228855,2025-05-19,15:32:00,APP117,Wuiti,Golfe 2,Tapage nocturne,Non,2,126,17:38:00,18:22:00,lundi,Transmis au CB,Oui
254833303,2025-05-27,11:55:59,Appel 117,Amoutivé,Golfe 4,Tapage nocturne,Oui,3,256,16:11:59,16:19:59,mardi,Transfert hôpital,Non
255508944,2025-07-17,12:12:45,Appel 112, Fiovi,Agoe-Nyivé 1,Accident moto,Non,4,271,16:43:45,17:35:45,jeudi,Arrestation,Oui
255005160,2025-05-20,13:39:29,APP117, Awatame,Golfe 7,Violence conjugale,Non,4,84,15:03:29,15:35:29,mardi,Transmis au CB,Oui
256176746,2025-07-06,13:40:13,Initiative agent, Klémé,Agoe-Nyivé 5,Vol,Oui,3,41,14:21:13,14:57:13,dimanche,Arrestation,Oui
258558732,2025-06-19,08:00:07,Initiative agent, Tokoin Casablanca,Golfe 5,Vol,Oui,3,232,11:52:07,12:10:07,jeudi,Aucun suivi,Non
251238024,2025-06-20,00:07:27,Appel 112, Bè-Ahligo,Golfe 1,Vol,Oui,4,191,03:18:27,03:41:27,vendredi,Transmis au CB,Non
252023646,2025-06-15,03:22:07,Appel 112,  Atsanvé,Agoe-Nyivé 1,Dispute familiale,Non,1,419,10:21:07,10:52:07,dimanche,Transmis au CB,Oui
258479843,2025-07-16,23:10:01,appel 117, Adidoadin,Golfe 5,Vol,Oui,4,165,01:55:01,02:29:01,mercredi,Transfert hôpital,Oui
256593545,2025-05-27,03:39:44,appel 117,Klévé,Agoe-Nyivé 3,Violence conjugale,Non,4,12,03:51:44,04:01:44,mardi,Arrestation,Oui
251849128,2025-05-10,06:53:00,Appel 112, Atikoumé,Golfe 4,Dispute familiale,Non,3,258,11:11:00,11:33:00,samedi,Transfert hôpital,Non
254202630,2025-05-14,06:42:41,117, Tokoin Tamé,Golfe 2,Tapage nocturne,Non,4,132,08:54:41,09:15:41,mercredi,Transmis au CB,Non
256369353,2025-07-07,13:17:00,Appel 112, Bè-Anfamé,Golfe 1,Vol,Oui,1,138,15:35:00,15:44:00,lundi,Aucun suivi,Non
259437559,2025-06-22,18:10:44,appel117, Sanguéra,Agoe-Nyivé 5,Vol,Non,1,237,22:07:44,22:51:44,dimanche,Arrestation,Non
259401883,2025-07-09,19:32:24,appel117,Alinka,Agoe-Nyivé 4,Bagarre,Oui,4,473,03:25:24,03:45:24,mercredi,Aucun suivi,Non
252124495,2025-07-27,14:53:56,Initiative agent, Adidogomé,Golfe 5,Accident moto,Non,1,31,15:24:56,16:13:56,dimanche,Aucun suivi,Non
259809272,2025-05-05,04:31:44,Initiative agent,Wuiti,Golfe 2,Accident moto,Oui,2,499,12:50:44,13:32:44,lundi,Aucun suivi,Oui
252722229,2025-05-02,15:40:18,appel117,Wonyome,Golfe 7,Accident moto,Oui,3,366,21:46:18,22:31:18,vendredi,Aucun suivi,Oui
258621538,2025-06-06,15:18:06,APP117, Kitidjan,Agoe-Nyivé 1,Bagarre,Oui,2,78,16:36:06,16:48:06,vendredi,Arrestation,Oui
252709251,2025-06-24,07:56:41,Appel 117, Kodjoviakopé,Golfe 4,Vol,Non,3,437,15:13:41,15:45:41,mardi,Aucun suivi,Non
251336881,2025-05-24,20:56:36,Initiative agent, Adougba,Agoe-Nyivé 1,Violence conjugale,Non,2,110,22:46:36,23:03:36,samedi,Aucun suivi,Oui
254356720,2025-05-02,16:21:58,Initiative agent,Adétikope,Agoe-Nyivé 6,Accident moto,Oui,4,129,18:30:58,19:09:58,vendredi,Aucun suivi,Oui
251623751,2025-05-22,05:23:50,Appel 112, Elavagno,Agoe-Nyivé 3,Accident moto,Non,1,232,09:15:50,09:24:50,jeudi,Aucun suivi,Non
251109679,2025-06-28,10:48:33,Initiative agent,Alinka,Agoe-Nyivé 4,Violence conjugale,Oui,2,46,11:34:33,11:53:33,samedi,Arrestation,Non
252653601,2025-05-03,18:25:05,Appel 112, Klobatème,Golfe 1,Violence conjugale,Non,3,387,00:52:05,01:50:05,samedi,Aucun suivi,Non
259091101,2025-05-22,07:06:23,appel117,Amoutivé,Golfe 4,Dispute familiale,Oui,2,334,12:40:23,12:49:23,jeudi,Arrestation,Non
252528155,2025-07-14,16:57:11,Appel 112, Hanoukopé,Golfe 4,Tapage nocturne,Oui,2,514,01:31:11,01:56:11,lundi,Transfert hôpital,Oui
257106717,2025-06-02,01:48:29,117, Avépozo,Golfe 6,Dispute familiale,Oui,1,391,08:19:29,08:35:29,lundi,Arrestation,Non
253997849,2025-05-24,11:11:17,Appel 112,Alinka,Agoe-Nyivé 4,Bagarre,Oui,2,85,12:36:17,13:08:17,samedi,Aucun suivi,Oui
255062241,2025-05-05,14:42:07,appel 117, Baguida.,Golfe 6,Violence conjugale,Non,4,508,23:10:07,23:15:07,lundi,Transmis au CB,Oui
255427879,2025-06-06,19:04:55,Appel 112,Gbadago,Golfe 4,Vol,Non,1,344,00:48:55,01:34:55,vendredi,Aucun suivi,Non
254188429,2025-07-02,11:24:21,appel117, Kladzeme,Agoe-Nyivé 6,Bagarre,Non,1,415,18:19:21,18:56:21,mercredi,Transmis au CB,Oui
252699830,2025-06-19,15:02:35,appel 117,Alinka,Agoe-Nyivé 4,Accident moto,Oui,1,476,22:58:35,23:32:35,jeudi,Arrestation,Non
255021834,2025-05-15,23:06:11,appel 117, Hanoukopé,Golfe 4,Accident moto,Oui,2,71,00:17:11,01:15:11,jeudi,Aucun suivi,Non
259527942,2025-06-09,13:03:14,117, Kélégougan ,Golfe 1,Dispute familiale,Non,4,498,21:21:14,21:50:14,lundi,Aucun suivi,Non
252078641,2025-06-26,00:12:10,Appel 112, Béniglato,Golfe 4,Vol,Non,4,262,04:34:10,05:17:10,jeudi,Transmis au CB,Non
252869552,2025-06-24,23:46:49,APP117, Athieme,Agoe-Nyivé 2,Vol,Non,1,248,03:54:49,04:30:49,mardi,Aucun suivi,Non
255372026,2025-06-15,10:00:45,117, Hanoukopé-Est ,Golfe 3,Accident moto,Oui,1,212,13:32:45,13:38:45,dimanche,Arrestation,Oui
252009193,2025-06-02,06:09:05,appel117, Kitidjan,Agoe-Nyivé 1,Dispute familiale,Oui,4,166,08:55:05,09:11:05,lundi,Arrestation,Oui
257614684,2025-06-17,13:15:47,appel 117, Agbalépedogan,Golfe 5,Accident moto,Oui,3,516,21:51:47,22:35:47,mardi,Arrestation,Oui
254601087,2025-06-10,15:39:43,appel117, Bè-Kpota,Golfe 1,Bagarre,Non,1,190,18:49:43,19:06:43,mardi,Transfert hôpital,Oui
256941117,2025-05-08,17:57:54,APP117, Hanoukopé-Est ,Golfe 3,Tapage nocturne,Oui,3,403,00:40:54,00:49:54,jeudi,Aucun suivi,Non
256583107,2025-06-24,15:44:16,appel 117, Yokoè,Golfe 7,Dispute familiale,Oui,2,224,19:28:16,19:48:16,mardi,Arrestation,Non
251641120,2025-06-19,23:08:24,Appel 112, Hanoukopé,Golfe 4,Violence conjugale,Oui,4,122,01:10:24,01:57:24,jeudi,Aucun suivi,Oui
255007462,2025-05-09,13:12:32,117, Sogbossito,Agoe-Nyivé 1,Violence conjugale,Non,3,300,18:12:32,18:42:32,vendredi,Arrestation,Oui
257904366,2025-05-26,21:21:12,Initiative agent,Alinka,Agoe-Nyivé 4,Dispute familiale,Oui,3,544,06:25:12,06:46:12,lundi,Transmis au CB,Oui
253845709,2025-05-23,03:34:13,appel 117, Sanguéra,Agoe-Nyivé 5,Dispute familiale,Non,3,434,10:48:13,11:18:13,vendredi,Transfert hôpital,Non
259398787,2025-06-08,19:57:08,Appel 117, Bè-Anfamé,Golfe 1,Dispute familiale,Non,2,165,22:42:08,23:10:08,dimanche,Transfert hôpital,Non
257431078,2025-07-15,13:36:14,Initiative agent,Togblékopé,Agoe-Nyivé 4,Violence conjugale,Non,2,66,14:42:14,15:42:14,mardi,Arrestation,Oui
254821784,2025-06-04,22:34:06,appel117,Haoussa-Zongo,Agoe-Nyivé 4,Violence conjugale,Oui,2,143,00:57:06,01:06:06,mercredi,Aucun suivi,Non
257839976,2025-07-24,16:33:17,appel117,Haoussa-Zongo,Agoe-Nyivé 4,Violence conjugale,Oui,4,381,22:54:17,23:05:17,jeudi,Aucun suivi,Oui
259033578,2025-07-06,23:11:16,APP117, Zopomahé,Agoe-Nyivé 5,Bagarre,Oui,2,105,00:56:16,01:35:16,dimanche,Aucun suivi,Oui
255033526,2025-05-20,11:50:01,Appel 112,Tokoin Lycée  ,Golfe 3,Violence conjugale,Non,3,354,17:44:01,18:35:01,mardi,Transfert hôpital,Oui
254849882,2025-05-25,04:07:25,Appel 117,Alinka,Agoe-Nyivé 4,Accident moto,Non,3,463,11:50:25,12:43:25,dimanche,Transmis au CB,Oui
259194631,2025-07-24,02:21:15,APP117,Kotokoli-Zongo,Agoe-Nyivé 4,Accident moto,Oui,4,276,06:57:15,07:39:15,jeudi,Aucun suivi,Non
251802428,2025-06-20,11:52:11,Appel 117,Bè-Ablogamé,Golfe 1,Bagarre,Non,3,464,19:36:11,20:09:11,vendredi,Transfert hôpital,Oui
255428109,2025-07-20,07:36:45,Appel 112, Kpogan,Golfe 6,Violence conjugale,Non,3,398,14:14:45,15:12:45,dimanche,Transmis au CB,Non
257903711,2025-05-07,15:23:27,appel117,Kotokoli-Zongo,Agoe-Nyivé 4,Vol,Non,1,432,22:35:27,23:08:27,mercredi,Arrestation,Oui
252846183,2025-05-24,09:09:17,117, Béniglato,Golfe 4,Bagarre,Non,3,545,18:14:17,18:29:17,samedi,Aucun suivi,Oui
253718921,2025-05-20,03:45:18,appel117, Hanoukopé-Est ,Golfe 3,Dispute familiale,Oui,1,203,07:08:18,07:37:18,mardi,Transmis au CB,Oui
255559763,2025-05-03,02:02:11,Appel 117, Awoudja,Agoe-Nyivé 3,Vol,Non,4,246,06:08:11,06:21:11,samedi,Transfert hôpital,Non
257995834,2025-06-15,17:46:01,Initiative agent, Zogbegan,Agoe-Nyivé 4,Dispute familiale,Oui,1,329,23:15:01,23:24:01,dimanche,Arrestation,Oui
259941233,2025-07-07,00:27:32,117, Bè-Ahligo,Golfe 1,Vol,Non,3,221,04:08:32,04:28:32,lundi,Transfert hôpital,Non
251134661,2025-06-11,20:10:22,APP117, Tokoin Tamé,Golfe 2,Tapage nocturne,Non,2,596,06:06:22,06:30:22,mercredi,Arrestation,Oui
257046004,2025-07-12,01:20:35,appel 117, Lom-nava,Golfe 4,Bagarre,Non,4,202,04:42:35,04:49:35,samedi,Arrestation,Non
258306581,2025-07-08,13:20:41,Appel 112, Kitidjan,Agoe-Nyivé 1,Bagarre,Non,4,584,23:04:41,23:57:41,mardi,Transfert hôpital,Non
256371939,2025-05-30,17:22:45,Appel 112, Kélégougan ,Golfe 1,Violence conjugale,Oui,2,200,20:42:45,20:51:45,vendredi,Transmis au CB,Non
255006255,2025-05-23,17:36:45,Initiative agent,Dégomé,Agoe-Nyivé 4,Tapage nocturne,Oui,1,405,00:21:45,00:28:45,vendredi,Aucun suivi,Oui
251643634,2025-05-30,04:27:40,appel117, Démakpoè,Agoe-Nyivé 1,Tapage nocturne,Oui,4,83,05:50:40,06:30:40,vendredi,Aucun suivi,Non
256255324,2025-05-13,02:17:47,Initiative agent,Alinka,Agoe-Nyivé 4,Tapage nocturne,Oui,1,377,08:34:47,09:21:47,mardi,Arrestation,Non
256099352,2025-07-24,09:56:07,117,Haoussa-Zongo,Agoe-Nyivé 4,Accident moto,Oui,2,404,16:40:07,17:29:07,jeudi,Aucun suivi,Oui
254245160,2025-06-24,07:56:59,APP117, Kitidjan,Agoe-Nyivé 1,Accident moto,Non,4,37,08:33:59,09:33:59,mardi,Transfert hôpital,Non
253233017,2025-07-30,01:13:30,appel 117, Baguida.,Golfe 6,Bagarre,Non,3,189,04:22:30,04:51:30,mercredi,Transmis au CB,Oui
252205008,2025-07-29,23:00:50,Appel 112,Dégomé,Agoe-Nyivé 4,Violence conjugale,Oui,2,110,00:50:50,01:08:50,mardi,Transmis au CB,Oui
256442972,2025-07-22,08:07:02,APP117, Zovadjin,Agoe-Nyivé 2,Vol,Non,4,175,11:02:02,11:34:02,mardi,Arrestation,Non
254783988,2025-07-28,16:17:33,APP117, Adidogomé,Golfe 5,Bagarre,Oui,1,325,21:42:33,22:33:33,lundi,Arrestation,Oui
258136970,2025-05-21,14:25:04,APP117, Baguida.,Golfe 6,Vol,Oui,4,123,16:28:04,17:02:04,mercredi,Transmis au CB,Oui
256744466,2025-06-17,11:26:31,appel 117, Adidogomé,Golfe 5,Accident moto,Non,4,332,16:58:31,17:10:31,mardi,Transmis au CB,Non
252884974,2025-05-21,10:22:56,appel 117, Kpogan,Golfe 6,Dispute familiale,Non,4,578,20:00:56,20:57:56,mercredi,Aucun suivi,Oui
254527687,2025-06-15,05:54:08,appel 117,Djidjolé,Golfe 5,Accident moto,Oui,1,203,09:17:08,10:06:08,dimanche,Arrestation,Non
259824373,2025-06-04,04:30:07,117,Togblékopé,Agoe-Nyivé 4,Bagarre,Non,1,584,14:14:07,14:21:07,mercredi,Aucun suivi,Non
256077949,2025-05-15,21:40:13,Appel 112, Avinato,Agoe-Nyivé 2,Bagarre,Oui,2,444,05:04:13,05:20:13,jeudi,Transmis au CB,Oui
258102879,2025-07-24,12:40:04,appel 117,Amoutivé,Golfe 4,Vol,Non,4,407,19:27:04,19:54:04,jeudi,Aucun suivi,Non
258305455,2025-06-20,18:14:38,Initiative agent, Assivito,Golfe 4,Bagarre,Non,3,548,03:22:38,03:58:38,vendredi,Transmis au CB,Oui
253326464,2025-06-03,20:26:20,Appel 117, Zopomahé,Agoe-Nyivé 5,Vol,Non,1,313,01:39:20,02:24:20,mardi,Arrestation,Oui
258132655,2025-07-27,15:24:28,Appel 117, Bè-Kpota,Golfe 1,Tapage nocturne,Non,2,303,20:27:28,21:10:28,dimanche,Transmis au CB,Non
257486483,2025-06-15,22:46:12,appel 117, Kitidjan,Agoe-Nyivé 1,Tapage nocturne,Oui,3,196,02:02:12,02:27:12,dimanche,Transmis au CB,Non
